"sample_id","uid","ai_chrom_index","n_ai_peaks","n_trad_peaks","n_ignored_weak","n_review_required","channel_alert_level","random_order","plot_path","review_filename","source_absolute_path","review_absolute_path"
"test3_41","tritosulfuron-1","199","2","1","0","2","RED","75","plots\test3_41\0075_chrom199_tritosulfuron-1_RED.png","test3_41_0075_chrom199_tritosulfuron-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_41\0075_chrom199_tritosulfuron-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_41_0075_chrom199_tritosulfuron-1_RED.png"
"test3_8","carbendazim-1","55","3","1","0","3","RED","77","plots\test3_8\0077_chrom055_carbendazim-1_RED.png","test3_8_0077_chrom055_carbendazim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_8\0077_chrom055_carbendazim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_8_0077_chrom055_carbendazim-1_RED.png"
"test3_22","metribuzin-2","134","1","1","0","1","YELLOW","85","plots\test3_22\0085_chrom134_metribuzin-2_YELLOW.png","test3_22_0085_chrom134_metribuzin-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_22\0085_chrom134_metribuzin-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_22_0085_chrom134_metribuzin-2_YELLOW.png"
"test3_14","mevinphos-2","80","2","1","0","1","RED","89","plots\test3_14\0089_chrom080_mevinphos-2_RED.png","test3_14_0089_chrom080_mevinphos-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_14\0089_chrom080_mevinphos-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_14_0089_chrom080_mevinphos-2_RED.png"
"test3_9","alachlor-1","381","2","1","0","2","RED","92","plots\test3_9\0092_chrom381_alachlor-1_RED.png","test3_9_0092_chrom381_alachlor-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_9\0092_chrom381_alachlor-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_9_0092_chrom381_alachlor-1_RED.png"
"test3_12","trifloxystrobin-2","570","2","1","0","1","RED","96","plots\test3_12\0096_chrom570_trifloxystrobin-2_RED.png","test3_12_0096_chrom570_trifloxystrobin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_12\0096_chrom570_trifloxystrobin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_12_0096_chrom570_trifloxystrobin-2_RED.png"
"test3_5","phorate sulfoxide-2","184","2","1","0","2","RED","100","plots\test3_5\0100_chrom184_phorate sulfoxide-2_RED.png","test3_5_0100_chrom184_phorate sulfoxide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_5\0100_chrom184_phorate sulfoxide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_5_0100_chrom184_phorate sulfoxide-2_RED.png"
"test3_24","bromuconazole-1","349","2","1","0","1","RED","107","plots\test3_24\0107_chrom349_bromuconazole-1_RED.png","test3_24_0107_chrom349_bromuconazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_24\0107_chrom349_bromuconazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_24_0107_chrom349_bromuconazole-1_RED.png"
"test3_22","oxamyl-1","17","7","1","0","6","RED","109","plots\test3_22\0109_chrom017_oxamyl-1_RED.png","test3_22_0109_chrom017_oxamyl-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_22\0109_chrom017_oxamyl-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_22_0109_chrom017_oxamyl-1_RED.png"
"test3_6","bifenthrin-1","699","4","1","0","3","RED","121","plots\test3_6\0121_chrom699_bifenthrin-1_RED.png","test3_6_0121_chrom699_bifenthrin-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\0121_chrom699_bifenthrin-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_0121_chrom699_bifenthrin-1_RED.png"
"test3_3","fenobucarb-2","260","2","1","0","2","RED","123","plots\test3_3\0123_chrom260_fenobucarb-2_RED.png","test3_3_0123_chrom260_fenobucarb-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_3\0123_chrom260_fenobucarb-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_3_0123_chrom260_fenobucarb-2_RED.png"
"test3_3","disulfoton sulfoxide-1","179","2","1","0","1","RED","125","plots\test3_3\0125_chrom179_disulfoton sulfoxide-1_RED.png","test3_3_0125_chrom179_disulfoton sulfoxide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_3\0125_chrom179_disulfoton sulfoxide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_3_0125_chrom179_disulfoton sulfoxide-1_RED.png"
"test3_19","aldicarb sulfoxide-1","11","3","1","0","2","RED","130","plots\test3_19\0130_chrom011_aldicarb sulfoxide-1_RED.png","test3_19_0130_chrom011_aldicarb sulfoxide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_19\0130_chrom011_aldicarb sulfoxide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_19_0130_chrom011_aldicarb sulfoxide-1_RED.png"
"test3_6","dimepiperate-1","543","5","1","0","4","RED","131","plots\test3_6\0131_chrom543_dimepiperate-1_RED.png","test3_6_0131_chrom543_dimepiperate-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\0131_chrom543_dimepiperate-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_0131_chrom543_dimepiperate-1_RED.png"
"test3_6","bifenthrin-2","700","4","1","0","3","RED","135","plots\test3_6\0135_chrom700_bifenthrin-2_RED.png","test3_6_0135_chrom700_bifenthrin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\0135_chrom700_bifenthrin-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_0135_chrom700_bifenthrin-2_RED.png"
"test3_40","tebufenozide-1","463","2","1","0","1","RED","138","plots\test3_40\0138_chrom463_tebufenozide-1_RED.png","test3_40_0138_chrom463_tebufenozide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_40\0138_chrom463_tebufenozide-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_40_0138_chrom463_tebufenozide-1_RED.png"
"test3_3","flutriafol-2","194","2","1","0","1","RED","145","plots\test3_3\0145_chrom194_flutriafol-2_RED.png","test3_3_0145_chrom194_flutriafol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_3\0145_chrom194_flutriafol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_3_0145_chrom194_flutriafol-2_RED.png"
"test3_35","clethodim sulfone-1","231","1","1","0","1","YELLOW","150","plots\test3_35\0150_chrom231_clethodim sulfone-1_YELLOW.png","test3_35_0150_chrom231_clethodim sulfone-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_35\0150_chrom231_clethodim sulfone-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_35_0150_chrom231_clethodim sulfone-1_YELLOW.png"
"test3_54","tau-fluvalinate-2","692","2","1","0","1","RED","151","plots\test3_54\0151_chrom692_tau-fluvalinate-2_RED.png","test3_54_0151_chrom692_tau-fluvalinate-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_54\0151_chrom692_tau-fluvalinate-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_54_0151_chrom692_tau-fluvalinate-2_RED.png"
"test3_47","clethodim sulfoxide-1","237","1","1","0","1","YELLOW","157","plots\test3_47\0157_chrom237_clethodim sulfoxide-1_YELLOW.png","test3_47_0157_chrom237_clethodim sulfoxide-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_47\0157_chrom237_clethodim sulfoxide-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_47_0157_chrom237_clethodim sulfoxide-1_YELLOW.png"
"test3_55","spinosad A-2","556","1","1","0","1","YELLOW","161","plots\test3_55\0161_chrom556_spinosad A-2_YELLOW.png","test3_55_0161_chrom556_spinosad A-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_55\0161_chrom556_spinosad A-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_55_0161_chrom556_spinosad A-2_YELLOW.png"
"test3_8","dimepiperate-2","544","3","1","0","3","RED","163","plots\test3_8\0163_chrom544_dimepiperate-2_RED.png","test3_8_0163_chrom544_dimepiperate-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_8\0163_chrom544_dimepiperate-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_8_0163_chrom544_dimepiperate-2_RED.png"
"test3_49","diflubenzuron-1","399","2","1","0","2","RED","164","plots\test3_49\0164_chrom399_diflubenzuron-1_RED.png","test3_49_0164_chrom399_diflubenzuron-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_49\0164_chrom399_diflubenzuron-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_49_0164_chrom399_diflubenzuron-1_RED.png"
"test3_13","saflufenacil-1","287","3","1","1","1","RED","175","plots\test3_13\0175_chrom287_saflufenacil-1_RED.png","test3_13_0175_chrom287_saflufenacil-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_13\0175_chrom287_saflufenacil-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_13_0175_chrom287_saflufenacil-1_RED.png"
"test3_10","imidaclothiz-1","45","3","1","1","2","RED","178","plots\test3_10\0178_chrom045_imidaclothiz-1_RED.png","test3_10_0178_chrom045_imidaclothiz-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_10\0178_chrom045_imidaclothiz-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_10_0178_chrom045_imidaclothiz-1_RED.png"
"test3_43","aldicarb sulfoxide-2","12","2","1","0","1","RED","189","plots\test3_43\0189_chrom012_aldicarb sulfoxide-2_RED.png","test3_43_0189_chrom012_aldicarb sulfoxide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_43\0189_chrom012_aldicarb sulfoxide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_43_0189_chrom012_aldicarb sulfoxide-2_RED.png"
"test3_3","pyrisoxazole-2","304","2","1","0","1","RED","194","plots\test3_3\0194_chrom304_pyrisoxazole-2_RED.png","test3_3_0194_chrom304_pyrisoxazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_3\0194_chrom304_pyrisoxazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_3_0194_chrom304_pyrisoxazole-2_RED.png"
"test3_7","iprodione-2","394","2","1","0","2","RED","198","plots\test3_7\0198_chrom394_iprodione-2_RED.png","test3_7_0198_chrom394_iprodione-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\0198_chrom394_iprodione-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_0198_chrom394_iprodione-2_RED.png"
"test3_32","oxydemeton-methyl-2","20","3","1","0","3","RED","201","plots\test3_32\0201_chrom020_oxydemeton-methyl-2_RED.png","test3_32_0201_chrom020_oxydemeton-methyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_32\0201_chrom020_oxydemeton-methyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_32_0201_chrom020_oxydemeton-methyl-2_RED.png"
"test3_27","aldicarb sulfoxide-2","12","4","1","0","3","RED","224","plots\test3_27\0224_chrom012_aldicarb sulfoxide-2_RED.png","test3_27_0224_chrom012_aldicarb sulfoxide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_27\0224_chrom012_aldicarb sulfoxide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_27_0224_chrom012_aldicarb sulfoxide-2_RED.png"
"test3_13","chlorbenzuron-2","442","2","1","1","1","YELLOW","232","plots\test3_13\0232_chrom442_chlorbenzuron-2_YELLOW.png","test3_13_0232_chrom442_chlorbenzuron-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_13\0232_chrom442_chlorbenzuron-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_13_0232_chrom442_chlorbenzuron-2_YELLOW.png"
"test3_45","chlorpyrifos-methyl-2","518","2","1","0","1","RED","233","plots\test3_45\0233_chrom518_chlorpyrifos-methyl-2_RED.png","test3_45_0233_chrom518_chlorpyrifos-methyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_45\0233_chrom518_chlorpyrifos-methyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_45_0233_chrom518_chlorpyrifos-methyl-2_RED.png"
"test3_54","Dimethenamid-P-1","293","1","1","0","1","YELLOW","246","plots\test3_54\0246_chrom293_Dimethenamid-P-1_YELLOW.png","test3_54_0246_chrom293_Dimethenamid-P-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_54\0246_chrom293_Dimethenamid-P-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_54_0246_chrom293_Dimethenamid-P-1_YELLOW.png"
"test3_40","methoprene-2","694","2","1","0","1","RED","247","plots\test3_40\0247_chrom694_methoprene-2_RED.png","test3_40_0247_chrom694_methoprene-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_40\0247_chrom694_methoprene-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_40_0247_chrom694_methoprene-2_RED.png"
"test3_20","trichlorfon-2","60","1","1","0","1","YELLOW","263","plots\test3_20\0263_chrom060_trichlorfon-2_YELLOW.png","test3_20_0263_chrom060_trichlorfon-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_20\0263_chrom060_trichlorfon-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_20_0263_chrom060_trichlorfon-2_YELLOW.png"
"test3_40","promecarb-1","261","2","1","0","1","RED","264","plots\test3_40\0264_chrom261_promecarb-1_RED.png","test3_40_0264_chrom261_promecarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_40\0264_chrom261_promecarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_40_0264_chrom261_promecarb-1_RED.png"
"test3_6","fenhexamid-2","366","4","1","0","3","RED","269","plots\test3_6\0269_chrom366_fenhexamid-2_RED.png","test3_6_0269_chrom366_fenhexamid-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\0269_chrom366_fenhexamid-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_0269_chrom366_fenhexamid-2_RED.png"
"test3_6","amisulbrom-1","567","4","1","1","2","RED","273","plots\test3_6\0273_chrom567_amisulbrom-1_RED.png","test3_6_0273_chrom567_amisulbrom-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\0273_chrom567_amisulbrom-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_0273_chrom567_amisulbrom-1_RED.png"
"test3_7","phenthoate-1","451","2","1","0","1","RED","275","plots\test3_7\0275_chrom451_phenthoate-1_RED.png","test3_7_0275_chrom451_phenthoate-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\0275_chrom451_phenthoate-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_0275_chrom451_phenthoate-1_RED.png"
"test3_16","phosmet-2","256","3","1","0","2","RED","298","plots\test3_16\0298_chrom256_phosmet-2_RED.png","test3_16_0298_chrom256_phosmet-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_16\0298_chrom256_phosmet-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_16_0298_chrom256_phosmet-2_RED.png"
"test3_5","fenthion sulfone-2","166","3","1","0","2","RED","305","plots\test3_5\0305_chrom166_fenthion sulfone-2_RED.png","test3_5_0305_chrom166_fenthion sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_5\0305_chrom166_fenthion sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_5_0305_chrom166_fenthion sulfone-2_RED.png"
"test3_9","carbendazim-1","55","3","1","0","3","RED","306","plots\test3_9\0306_chrom055_carbendazim-1_RED.png","test3_9_0306_chrom055_carbendazim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_9\0306_chrom055_carbendazim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_9_0306_chrom055_carbendazim-1_RED.png"
"test3_20","oxamyl oxime-2","10","2","1","0","1","RED","309","plots\test3_20\0309_chrom010_oxamyl oxime-2_RED.png","test3_20_0309_chrom010_oxamyl oxime-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_20\0309_chrom010_oxamyl oxime-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_20_0309_chrom010_oxamyl oxime-2_RED.png"
"test3_23","carbendazim-2","56","3","1","0","3","RED","317","plots\test3_23\0317_chrom056_carbendazim-2_RED.png","test3_23_0317_chrom056_carbendazim-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_23\0317_chrom056_carbendazim-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_23_0317_chrom056_carbendazim-2_RED.png"
"test3_11","fenhexamid-2","366","3","1","0","3","RED","318","plots\test3_11\0318_chrom366_fenhexamid-2_RED.png","test3_11_0318_chrom366_fenhexamid-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_11\0318_chrom366_fenhexamid-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_11_0318_chrom366_fenhexamid-2_RED.png"
"test3_12","imidaclothiz-2","46","3","1","0","2","RED","320","plots\test3_12\0320_chrom046_imidaclothiz-2_RED.png","test3_12_0320_chrom046_imidaclothiz-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_12\0320_chrom046_imidaclothiz-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_12_0320_chrom046_imidaclothiz-2_RED.png"
"test3_7","fenothiocarb-2","418","3","1","1","1","RED","321","plots\test3_7\0321_chrom418_fenothiocarb-2_RED.png","test3_7_0321_chrom418_fenothiocarb-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\0321_chrom418_fenothiocarb-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_0321_chrom418_fenothiocarb-2_RED.png"
"test3_18","mevinphos-2","80","1","1","0","1","YELLOW","323","plots\test3_18\0323_chrom080_mevinphos-2_YELLOW.png","test3_18_0323_chrom080_mevinphos-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_18\0323_chrom080_mevinphos-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_18_0323_chrom080_mevinphos-2_YELLOW.png"
"test3_41","novaluron-1","605","1","1","0","1","YELLOW","325","plots\test3_41\0325_chrom605_novaluron-1_YELLOW.png","test3_41_0325_chrom605_novaluron-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_41\0325_chrom605_novaluron-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_41_0325_chrom605_novaluron-1_YELLOW.png"
"test3_7","iodosulfuron-methyl-sodium-2","230","2","1","0","2","RED","332","plots\test3_7\0332_chrom230_iodosulfuron-methyl-sodium-2_RED.png","test3_7_0332_chrom230_iodosulfuron-methyl-sodium-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\0332_chrom230_iodosulfuron-methyl-sodium-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_0332_chrom230_iodosulfuron-methyl-sodium-2_RED.png"
"test3_48","carbendazim-1","55","2","1","0","1","RED","335","plots\test3_48\0335_chrom055_carbendazim-1_RED.png","test3_48_0335_chrom055_carbendazim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_48\0335_chrom055_carbendazim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_48_0335_chrom055_carbendazim-1_RED.png"
"test3_26","sulfoxaflor-2","66","2","1","0","2","RED","339","plots\test3_26\0339_chrom066_sulfoxaflor-2_RED.png","test3_26_0339_chrom066_sulfoxaflor-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_26\0339_chrom066_sulfoxaflor-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_26_0339_chrom066_sulfoxaflor-2_RED.png"
"test3_49","ipconazole-2","564","2","1","0","1","RED","342","plots\test3_49\0342_chrom564_ipconazole-2_RED.png","test3_49_0342_chrom564_ipconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_49\0342_chrom564_ipconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_49_0342_chrom564_ipconazole-2_RED.png"
"test3_35","oxamyl-2","18","2","1","0","1","RED","343","plots\test3_35\0343_chrom018_oxamyl-2_RED.png","test3_35_0343_chrom018_oxamyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_35\0343_chrom018_oxamyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_35_0343_chrom018_oxamyl-2_RED.png"
"test3_5","prochloraz-1","521","2","1","0","1","RED","347","plots\test3_5\0347_chrom521_prochloraz-1_RED.png","test3_5_0347_chrom521_prochloraz-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_5\0347_chrom521_prochloraz-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_5_0347_chrom521_prochloraz-1_RED.png"
